Запись пользователя № - user_915,[2019-01-07 0:23:47,,
Запись пользователя № - user_921,[2019-01-07 1:05:59,,
Запись пользователя № - user_999,[2019-01-07 10:07:52,,
Запись пользователя № - user_982,[2019-01-07 13:24:18,,
Запись пользователя № - user_916,[2019-01-07 14:57:44,,
Запись пользователя № - user_928,[2019-01-07 15:38:24,,
Запись пользователя № - user_918,[2019-01-07 18:18:38,,
Запись пользователя № - user_944,[2019-01-07 19:45:03,,
Запись пользователя № - user_966,[2019-01-07 2:59:32,,
Запись пользователя № - user_987,[2019-01-07 21:46:13,5000,
Запись пользователя № - user_912,[2019-01-07 5:50:28,,
Запись пользователя № - user_969,[2019-01-07 7:04:23,,
Запись пользователя № - user_901,[2019-01-07 8:45:59,,
Запись пользователя № - user_995,[2019-01-07 9:56:20,,
Запись пользователя № - user_982,[2019-01-08 0:41:58,,
Запись пользователя № - user_974,[2019-01-08 1:03:26,,
Запись пользователя № - user_933,[2019-01-08 1:22:31,,
Запись пользователя № - user_986,[2019-01-08 10:14:31,,
Запись пользователя № - user_971,[2019-01-08 11:38:06,,
Запись пользователя № - user_977,[2019-01-08 13:06:25,,
Запись пользователя № - user_974,[2019-01-08 14:43:12,,
Запись пользователя № - user_978,[2019-01-08 2:22:29,,
Запись пользователя № - user_979,[2019-01-08 20:05:23,,
Запись пользователя № - user_910,[2019-01-08 21:14:57,123981,
Запись пользователя № - user_958,[2019-01-08 21:21:14,,
Запись пользователя № - user_994,[2019-01-08 3:37:48,,
Запись пользователя № - user_964,[2019-01-08 6:56:25,,
Запись пользователя № - user_907,[2019-01-08 6:58:19,,
Запись пользователя № - user_935,[2019-01-09 10:10:50,,
Запись пользователя № - user_915,[2019-01-09 17:43:11,,
Запись пользователя № - user_941,[2019-01-09 17:50:56,,
Запись пользователя № - user_905,[2019-01-09 17:53:01,,
Запись пользователя № - user_989,[2019-01-09 20:18:14,,
Запись пользователя № - user_900,[2019-01-09 3:05:07,,
Запись пользователя № - user_964,[2019-01-09 3:05:33,100,
Запись пользователя № - user_954,[2019-01-10 0:41:05,,
Запись пользователя № - user_955,[2019-01-10 1:44:39,,
Запись пользователя № - user_943,[2019-01-10 12:16:22,100,
Запись пользователя № - user_971,[2019-01-10 15:17:48,,
Запись пользователя № - user_978,[2019-01-10 18:36:02,,
Запись пользователя № - user_990,[2019-01-10 2:17:43,,
Запись пользователя № - user_991,[2019-01-10 3:55:38,,
Запись пользователя № - user_906,[2019-01-10 6:34:42,,
Запись пользователя № - user_996,[2019-01-10 7:32:17,100,
Запись пользователя № - user_926,[2019-01-11 13:07:41,,
Запись пользователя № - user_984,[2019-01-11 13:43:37,,
Запись пользователя № - user_916,[2019-01-11 15:01:53,,
Запись пользователя № - user_957,[2019-01-11 20:06:17,,
Запись пользователя № - user_994,[2019-01-11 6:27:50,,
Запись пользователя № - user_914,[2019-01-11 6:33:57,,
Запись пользователя № - user_955,[2019-01-11 7:48:01,,
Запись пользователя № - user_989,[2019-01-11 8:31:04,,
Запись пользователя № - user_920,[2019-01-11 8:52:01,,
Запись пользователя № - user_990,[2019-01-12 0:24:04,,
Запись пользователя № - user_988,[2019-01-12 0:41:00,,
Запись пользователя № - user_949,[2019-01-12 11:35:22,,
Запись пользователя № - user_966,[2019-01-12 13:25:30,,
Запись пользователя № - user_955,[2019-01-12 14:29:19,,
Запись пользователя № - user_923,[2019-01-12 15:30:11,,
Запись пользователя № - user_967,[2019-01-12 18:48:09,,
Запись пользователя № - user_915,[2019-01-12 22:04:43,,
Запись пользователя № - user_945,[2019-01-12 22:14:13,,
Запись пользователя № - user_993,[2019-01-12 22:23:14,,
Запись пользователя № - user_924,[2019-01-12 4:50:34,,
Запись пользователя № - user_908,[2019-01-12 8:55:52,,
Запись пользователя № - user_966,[2019-01-13 0:45:59,,
Запись пользователя № - user_930,[2019-01-13 13:51:26,,
Запись пользователя № - user_981,[2019-01-13 14:43:36,,
Запись пользователя № - user_976,[2019-01-13 18:06:57,,
Запись пользователя № - user_986,[2019-01-13 22:39:26,,
Запись пользователя № - user_966,[2019-01-13 4:21:02,,
Запись пользователя № - user_927,[2019-01-13 5:03:30,,
Запись пользователя № - user_993,[2019-01-14 1:14:30,,
Запись пользователя № - user_990,[2019-01-14 10:38:33,,
Запись пользователя № - user_908,[2019-01-14 11:31:43,,
Запись пользователя № - user_954,[2019-01-14 12:56:34,,
Запись пользователя № - user_952,[2019-01-14 13:14:58,,
Запись пользователя № - user_936,[2019-01-14 20:00:42,,
Запись пользователя № - user_935,[2019-01-14 4:49:23,,
Запись пользователя № - user_907,[2019-01-15 1:16:06,,
Запись пользователя № - user_917,[2019-01-15 1:50:50,,
Запись пользователя № - user_949,[2019-01-15 15:43:02,,
Запись пользователя № - user_922,[2019-01-15 16:40:58,100,
Запись пользователя № - user_973,[2019-01-15 17:04:00,,
Запись пользователя № - user_962,[2019-01-15 18:13:14,,
Запись пользователя № - user_942,[2019-01-15 2:01:38,,
Запись пользователя № - user_985,[2019-01-15 20:34:36,,
Запись пользователя № - user_995,[2019-01-15 22:44:59,,
Запись пользователя № - user_929,[2019-01-15 7:56:32,,
Запись пользователя № - user_940,[2019-01-16 1:00:44,,
Запись пользователя № - user_913,[2019-01-16 14:29:37,,
Запись пользователя № - user_985,[2019-01-16 14:51:36,,
Запись пользователя № - user_944,[2019-01-16 19:58:56,,
Запись пользователя № - user_982,[2019-01-16 21:54:22,100,4749
Запись пользователя № - user_933,[2019-01-16 4:08:49,,
Запись пользователя № - user_936,[2019-01-16 5:51:25,,
Запись пользователя № - user_977,[2019-01-16 6:04:59,,
Запись пользователя № - user_910,[2019-01-17 1:45:02,,
Запись пользователя № - user_908,[2019-01-17 16:10:18,,
Запись пользователя № - user_965,[2019-01-17 16:46:52,,
Запись пользователя № - user_986,[2019-01-17 2:39:35,,
Запись пользователя № - user_990,[2019-01-17 3:30:38,,
Запись пользователя № - user_933,[2019-01-17 9:10:37,,
Запись пользователя № - user_903,[2019-01-17 9:58:09,,
Запись пользователя № - user_959,[2019-01-18 14:44:47,,
Запись пользователя № - user_935,[2019-01-18 15:20:12,,
Запись пользователя № - user_917,[2019-01-18 21:36:48,,
Запись пользователя № - user_972,[2019-01-18 21:57:07,,
Запись пользователя № - user_907,[2019-01-18 23:10:15,,
Запись пользователя № - user_922,[2019-01-18 3:18:35,,
Запись пользователя № - user_906,[2019-01-18 9:50:48,,
Запись пользователя № - user_910,[2019-01-19 15:33:22,,
Запись пользователя № - user_905,[2019-01-19 17:50:09,,
Запись пользователя № - user_949,[2019-01-19 18:58:50,,
Запись пользователя № - user_941,[2019-01-19 19:57:19,,
Запись пользователя № - user_908,[2019-01-19 2:12:47,,
Запись пользователя № - user_976,[2019-01-19 2:29:51,,
Запись пользователя № - user_908,[2019-01-19 7:21:13,700,
Запись пользователя № - user_987,[2019-01-19 9:17:35,7650,
Запись пользователя № - user_941,[2019-01-20 0:17:00,,
Запись пользователя № - user_963,[2019-01-20 1:16:09,,
Запись пользователя № - user_904,[2019-01-20 13:51:48,,
Запись пользователя № - user_927,[2019-01-20 13:57:39,,
Запись пользователя № - user_960,[2019-01-20 19:20:49,,
Запись пользователя № - user_972,[2019-01-20 20:12:03,100,
Запись пользователя № - user_931,[2019-01-20 3:06:35,,
Запись пользователя № - user_945,[2019-01-20 7:07:43,,
Запись пользователя № - user_992,[2019-01-20 9:43:39,,
Запись пользователя № - user_971,[2019-01-21 0:25:16,,
Запись пользователя № - user_973,[2019-01-21 0:29:43,,
Запись пользователя № - user_959,[2019-01-21 10:51:52,,
Запись пользователя № - user_964,[2019-01-21 18:34:44,200,4667
Запись пользователя № - user_914,[2019-01-21 19:03:25,,
Запись пользователя № - user_1000,[2019-01-21 19:31:34,,
Запись пользователя № - user_986,[2019-01-21 21:15:46,,
Запись пользователя № - user_962,[2019-01-21 23:31:36,,
Запись пользователя № - user_986,[2019-01-21 4:53:07,,
Запись пользователя № - user_966,[2019-01-21 5:07:36,,
Запись пользователя № - user_946,[2019-01-21 5:35:47,,
Запись пользователя № - user_980,[2019-01-21 8:10:48,,
Запись пользователя № - user_970,[2019-01-21 8:12:58,,
Запись пользователя № - user_939,[2019-01-21 8:49:20,,
Запись пользователя № - user_931,[2019-01-22 16:09:06,400,
Запись пользователя № - user_931,[2019-01-22 2:45:39,,
Запись пользователя № - user_969,[2019-01-22 3:32:22,100,
Запись пользователя № - user_961,[2019-01-22 4:05:55,,
Запись пользователя № - user_958,[2019-01-22 4:51:27,,
Запись пользователя № - user_931,[2019-01-22 5:26:59,300,4319
Запись пользователя № - user_998,[2019-01-22 7:15:00,,
Запись пользователя № - user_981,[2019-01-22 7:58:34,,
Запись пользователя № - user_971,[2019-01-22 9:31:52,,
Запись пользователя № - user_911,[2019-01-23 16:58:18,,
Запись пользователя № - user_924,[2019-01-23 18:20:59,,
Запись пользователя № - user_989,[2019-01-23 18:47:21,,
Запись пользователя № - user_961,[2019-01-23 2:43:22,100,
Запись пользователя № - user_964,[2019-01-23 21:04:30,300,
Запись пользователя № - user_905,[2019-01-23 3:40:49,8700,27068
Запись пользователя № - user_950,[2019-01-23 5:49:28,,
Запись пользователя № - user_952,[2019-01-24 12:57:32,200,
Запись пользователя № - user_979,[2019-01-24 15:28:13,,
Запись пользователя № - user_980,[2019-01-24 21:12:22,,
Запись пользователя № - user_990,[2019-01-24 23:16:50,,
Запись пользователя № - user_942,[2019-01-24 5:03:17,,
Запись пользователя № - user_956,[2019-01-24 7:45:40,,
Запись пользователя № - user_900,[2019-01-24 8:40:53,,
Запись пользователя № - user_913,[2019-01-24 9:48:17,100,
Запись пользователя № - user_977,[2019-01-25 1:32:17,,
Запись пользователя № - user_939,[2019-01-25 11:19:28,,
Запись пользователя № - user_900,[2019-01-25 12:45:46,,
Запись пользователя № - user_988,[2019-01-25 15:38:34,,
Запись пользователя № - user_951,[2019-01-25 17:02:53,100,
Запись пользователя № - user_995,[2019-01-25 17:35:05,,
Запись пользователя № - user_907,[2019-01-25 2:42:00,9954,29565
Запись пользователя № - user_904,[2019-01-25 3:13:57,,
Запись пользователя № - user_998,[2019-01-25 8:57:20,500,5069
Запись пользователя № - user_973,[2019-01-26 0:23:22,,
Запись пользователя № - user_916,[2019-01-26 1:14:55,,
Запись пользователя № - user_922,[2019-01-26 10:41:06,,
Запись пользователя № - user_985,[2019-01-26 11:16:27,,
Запись пользователя № - user_950,[2019-01-26 11:54:29,,
Запись пользователя № - user_985,[2019-01-26 13:30:56,,
Запись пользователя № - user_968,[2019-01-26 16:02:16,,
Запись пользователя № - user_918,[2019-01-26 19:56:31,,
Запись пользователя № - user_922,[2019-01-26 20:28:23,,
Запись пользователя № - user_906,[2019-01-26 6:21:10,,
Запись пользователя № - user_930,[2019-01-26 6:21:38,100,
Запись пользователя № - user_985,[2019-01-26 6:54:11,,
Запись пользователя № - user_909,[2019-01-26 8:38:34,,
Запись пользователя № - user_943,[2019-01-27 1:18:47,100,
Запись пользователя № - user_960,[2019-01-27 1:54:59,,
Запись пользователя № - user_935,[2019-01-27 18:14:22,,
Запись пользователя № - user_935,[2019-01-27 2:32:21,,
Запись пользователя № - user_984,[2019-01-27 20:54:28,,
Запись пользователя № - user_971,[2019-01-27 3:23:22,,
Запись пользователя № - user_905,[2019-01-27 5:39:56,950,
Запись пользователя № - user_958,[2019-01-27 9:57:23,,
Запись пользователя № - user_989,[2019-01-28 0:35:40,,
Запись пользователя № - user_983,[2019-01-28 11:14:56,,
Запись пользователя № - user_962,[2019-01-28 11:27:42,,
Запись пользователя № - user_949,[2019-01-28 16:49:12,,
Запись пользователя № - user_904,[2019-01-28 17:05:59,,
Запись пользователя № - user_945,[2019-01-28 17:37:11,,
Запись пользователя № - user_1000,[2019-01-28 20:57:37,800,
Запись пользователя № - user_973,[2019-01-28 22:46:50,,
Запись пользователя № - user_902,[2019-01-28 3:12:06,,
Запись пользователя № - user_947,[2019-01-29 1:34:05,,
Запись пользователя № - user_923,[2019-01-29 10:08:23,,
Запись пользователя № - user_998,[2019-01-29 10:37:55,500,6294
Запись пользователя № - user_938,[2019-01-29 10:47:06,,
Запись пользователя № - user_926,[2019-01-29 12:50:05,,
Запись пользователя № - user_973,[2019-01-29 16:12:03,,
Запись пользователя № - user_937,[2019-01-29 18:31:27,,
Запись пользователя № - user_990,[2019-01-29 19:54:38,,
Запись пользователя № - user_989,[2019-01-29 2:33:38,,
Запись пользователя № - user_902,[2019-01-29 2:59:37,,
Запись пользователя № - user_986,[2019-01-29 4:33:47,,
Запись пользователя № - user_949,[2019-01-29 5:48:05,100,
Запись пользователя № - user_973,[2019-01-29 8:29:54,,
Запись пользователя № - user_919,[2019-01-30 10:06:00,,
Запись пользователя № - user_997,[2019-01-30 12:50:45,,
Запись пользователя № - user_989,[2019-01-30 12:58:07,,
Запись пользователя № - user_958,[2019-01-30 9:18:01,,
Запись пользователя № - user_948,[2019-01-31 10:21:33,,
Запись пользователя № - user_980,[2019-01-31 13:31:52,,
Запись пользователя № - user_983,[2019-01-31 14:46:03,,
Запись пользователя № - user_948,[2019-01-31 16:56:24,,
Запись пользователя № - user_927,[2019-01-31 2:25:43,100,
Запись пользователя № - user_986,[2019-01-31 22:50:11,,
Запись пользователя № - user_906,[2019-01-31 3:07:14,,
Запись пользователя № - user_927,[2019-01-31 3:21:57,,
Запись пользователя № - user_975,[2019-01-31 4:57:32,,
Запись пользователя № - user_905,[2019-01-31 6:29:53,12945,
Запись пользователя № - user_945,[2019-01-31 7:16:14,500,
Запись пользователя № - user_953,[2019-01-31 9:15:44,,
Запись пользователя № - user_978,[2019-02-01 15:13:13,,
Запись пользователя № - user_998,[2019-02-01 15:17:22,500,
Запись пользователя № - user_931,[2019-02-02 12:34:44,700,6516
Запись пользователя № - user_999,[2019-02-02 15:28:36,,
Запись пользователя № - user_903,[2019-02-02 17:17:43,,
Запись пользователя № - user_906,[2019-02-02 18:53:20,,
Запись пользователя № - user_913,[2019-02-02 22:15:10,,
Запись пользователя № - user_976,[2019-02-02 6:01:13,,
Запись пользователя № - user_916,[2019-02-02 6:15:01,,
Запись пользователя № - user_939,[2019-02-02 9:09:54,,
Запись пользователя № - user_958,[2019-02-03 12:39:58,,
Запись пользователя № - user_971,[2019-02-03 14:27:44,,
Запись пользователя № - user_939,[2019-02-03 16:03:23,,
Запись пользователя № - user_988,[2019-02-03 2:24:23,,
Запись пользователя № - user_986,[2019-02-03 2:52:28,,
Запись пользователя № - user_918,[2019-02-03 22:14:22,,
Запись пользователя № - user_952,[2019-02-03 4:15:12,300,
Запись пользователя № - user_966,[2019-02-04 0:28:07,,
Запись пользователя № - user_900,[2019-02-04 11:51:46,,
Запись пользователя № - user_910,[2019-02-04 13:58:06,,
Запись пользователя № - user_935,[2019-02-04 15:03:23,,
Запись пользователя № - user_936,[2019-02-04 6:23:34,,
Запись пользователя № - user_900,[2019-02-05 10:41:57,,
Запись пользователя № - user_924,[2019-02-05 13:00:43,,
Запись пользователя № - user_969,[2019-02-05 13:39:37,,
Запись пользователя № - user_921,[2019-02-05 14:08:57,,
Запись пользователя № - user_919,[2019-02-05 14:33:44,,
Запись пользователя № - user_916,[2019-02-05 16:33:46,,
Запись пользователя № - user_913,[2019-02-05 17:09:37,,
Запись пользователя № - user_925,[2019-02-05 17:33:39,,
Запись пользователя № - user_959,[2019-02-05 18:14:18,,
Запись пользователя № - user_972,[2019-02-05 19:40:52,,
Запись пользователя № - user_901,[2019-02-05 21:16:53,,
Запись пользователя № - user_971,[2019-02-05 21:48:02,,
Запись пользователя № - user_972,[2019-02-05 23:21:07,,
Запись пользователя № - user_947,[2019-02-05 23:40:17,,
Запись пользователя № - user_955,[2019-02-05 8:34:25,100,
Запись пользователя № - user_934,[2019-02-06 0:18:15,,
Запись пользователя № - user_935,[2019-02-06 1:47:41,300,
Запись пользователя № - user_990,[2019-02-06 10:33:49,,
Запись пользователя № - user_984,[2019-02-06 13:49:28,,
Запись пользователя № - user_949,[2019-02-06 15:06:37,300,
Запись пользователя № - user_920,[2019-02-06 18:13:08,,
Запись пользователя № - user_967,[2019-02-06 22:54:50,,
Запись пользователя № - user_992,[2019-02-06 3:40:40,,
Запись пользователя № - user_959,[2019-02-06 5:49:12,,
Запись пользователя № - user_982,[2019-02-06 5:55:23,,
Запись пользователя № - user_926,[2019-02-07 0:02:52,,
Запись пользователя № - user_925,[2019-02-07 1:39:16,,
Запись пользователя № - user_904,[2019-02-07 13:28:06,,
Запись пользователя № - user_922,[2019-02-07 17:27:13,200,
Запись пользователя № - user_971,[2019-02-07 20:53:58,500,
Запись пользователя № - user_941,[2019-02-07 22:36:18,,
Запись пользователя № - user_934,[2019-02-07 3:18:17,,
Запись пользователя № - user_970,[2019-02-08 0:48:07,,
Запись пользователя № - user_985,[2019-02-08 10:27:06,,
Запись пользователя № - user_900,[2019-02-08 10:36:47,200,5290
Запись пользователя № - user_903,[2019-02-08 11:06:00,500,
Запись пользователя № - user_997,[2019-02-08 13:27:54,,
Запись пользователя № - user_987,[2019-02-08 13:42:30,9876,
Запись пользователя № - user_976,[2019-02-08 20:39:06,,
Запись пользователя № - user_951,[2019-02-08 23:53:00,,
Запись пользователя № - user_991,[2019-02-08 5:19:06,,
Запись пользователя № - user_964,[2019-02-08 8:42:28,400,
Запись пользователя № - user_933,[2019-02-09 10:31:04,,
Запись пользователя № - user_936,[2019-02-09 13:24:46,,
Запись пользователя № - user_953,[2019-02-09 19:17:07,,
Запись пользователя № - user_984,[2019-02-09 2:13:55,,
Запись пользователя № - user_921,[2019-02-09 23:20:21,400,6067
Запись пользователя № - user_974,[2019-02-09 23:47:43,,
Запись пользователя № - user_931,[2019-02-09 3:03:39,700,
Запись пользователя № - user_934,[2019-02-09 4:04:18,,
Запись пользователя № - user_901,[2019-02-09 4:25:35,,
Запись пользователя № - user_963,[2019-02-09 6:20:03,,
Запись пользователя № - user_972,[2019-02-10 10:20:58,,
Запись пользователя № - user_943,[2019-02-10 11:09:24,100,5456
Запись пользователя № - user_999,[2019-02-10 12:30:22,,
Запись пользователя № - user_979,[2019-02-10 15:21:52,,
Запись пользователя № - user_949,[2019-02-10 15:29:22,500,
Запись пользователя № - user_928,[2019-02-10 16:01:45,,
Запись пользователя № - user_994,[2019-02-10 17:29:12,,
Запись пользователя № - user_921,[2019-02-10 17:53:37,900,
Запись пользователя № - user_965,[2019-02-10 19:10:29,,
Запись пользователя № - user_965,[2019-02-10 19:12:33,,
Запись пользователя № - user_903,[2019-02-10 20:23:10,700,6726
Запись пользователя № - user_956,[2019-02-10 21:31:10,,
Запись пользователя № - user_917,[2019-02-10 23:13:48,,
Запись пользователя № - user_990,[2019-02-10 5:24:36,,
Запись пользователя № - user_1000,[2019-02-10 5:33:25,,
Запись пользователя № - user_940,[2019-02-10 8:40:42,,
Запись пользователя № - user_903,[2019-02-11 17:05:25,900,
Запись пользователя № - user_960,[2019-02-11 18:20:26,,
Запись пользователя № - user_972,[2019-02-11 18:48:39,300,5035
Запись пользователя № - user_987,[2019-02-11 2:35:29,,
Запись пользователя № - user_902,[2019-02-11 23:58:24,,
Запись пользователя № - user_901,[2019-02-11 3:20:04,,
Запись пользователя № - user_983,[2019-02-11 3:30:08,,
Запись пользователя № - user_989,[2019-02-11 7:18:37,,
Запись пользователя № - user_980,[2019-02-12 11:02:10,,
Запись пользователя № - user_930,[2019-02-12 12:02:03,300,
Запись пользователя № - user_934,[2019-02-12 13:14:29,,
Запись пользователя № - user_943,[2019-02-12 15:09:38,300,5245
Запись пользователя № - user_968,[2019-02-12 16:54:00,,
Запись пользователя № - user_969,[2019-02-12 2:33:27,,
Запись пользователя № - user_933,[2019-02-12 4:02:45,,
Запись пользователя № - user_915,[2019-02-12 5:16:35,,
Запись пользователя № - user_997,[2019-02-12 6:19:29,,
Запись пользователя № - user_981,[2019-02-13 1:19:34,,
Запись пользователя № - user_918,[2019-02-13 10:04:39,300,
Запись пользователя № - user_975,[2019-02-13 11:06:21,,
Запись пользователя № - user_925,[2019-02-13 12:43:02,,
Запись пользователя № - user_917,[2019-02-13 13:51:30,,
Запись пользователя № - user_962,[2019-02-13 15:07:38,,
Запись пользователя № - user_925,[2019-02-13 15:22:49,,
Запись пользователя № - user_951,[2019-02-13 19:58:10,500,
Запись пользователя № - user_966,[2019-02-13 20:05:00,,
Запись пользователя № - user_992,[2019-02-13 21:42:31,,
Запись пользователя № - user_912,[2019-02-13 21:51:31,,
Запись пользователя № - user_949,[2019-02-13 22:37:59,600,
Запись пользователя № - user_955,[2019-02-13 3:34:33,,
Запись пользователя № - user_933,[2019-02-13 5:19:24,,
Запись пользователя № - user_924,[2019-02-13 6:50:18,100,
Запись пользователя № - user_914,[2019-02-13 7:42:18,,
Запись пользователя № - user_978,[2019-02-13 8:16:07,,
Запись пользователя № - user_946,[2019-02-13 8:30:41,100,
Запись пользователя № - user_961,[2019-02-13 9:54:00,300,
Запись пользователя № - user_984,[2019-02-14 0:18:27,,
Запись пользователя № - user_927,[2019-02-14 11:12:30,,
Запись пользователя № - user_919,[2019-02-14 11:38:05,,
Запись пользователя № - user_928,[2019-02-14 14:54:22,,
Запись пользователя № - user_995,[2019-02-14 18:41:36,,
Запись пользователя № - user_909,[2019-02-14 4:43:12,,
Запись пользователя № - user_976,[2019-02-14 5:12:56,,
Запись пользователя № - user_924,[2019-02-14 5:58:10,300,
Запись пользователя № - user_914,[2019-02-14 6:52:36,,
Запись пользователя № - user_943,[2019-02-14 8:46:12,700,
Запись пользователя № - user_973,[2019-02-15 0:14:11,,
Запись пользователя № - user_956,[2019-02-15 1:24:54,,
Запись пользователя № - user_927,[2019-02-15 16:50:42,,
Запись пользователя № - user_973,[2019-02-15 20:10:37,100,
Запись пользователя № - user_956,[2019-02-15 21:07:07,100,
Запись пользователя № - user_949,[2019-02-15 21:39:21,800,
Запись пользователя № - user_944,[2019-02-15 22:17:01,,
Запись пользователя № - user_968,[2019-02-15 6:02:40,,
Запись пользователя № - user_942,[2019-02-15 8:27:35,,
Запись пользователя № - user_987,[2019-02-16 0:15:38,12548,
Запись пользователя № - user_998,[2019-02-16 15:53:57,600,
Запись пользователя № - user_950,[2019-02-16 17:20:51,,
Запись пользователя № - user_935,[2019-02-16 4:09:41,500,
Запись пользователя № - user_950,[2019-02-16 6:02:10,,
Запись пользователя № - user_969,[2019-02-16 6:32:08,,
Запись пользователя № - user_981,[2019-02-16 7:19:21,,
Запись пользователя № - user_958,[2019-02-16 9:24:48,,
Запись пользователя № - user_934,[2019-02-17 10:12:52,,
Запись пользователя № - user_985,[2019-02-17 10:30:34,100,
Запись пользователя № - user_928,[2019-02-17 14:48:14,,
Запись пользователя № - user_984,[2019-02-17 16:44:12,,
Запись пользователя № - user_955,[2019-02-17 16:52:33,,
Запись пользователя № - user_1000,[2019-02-17 2:34:32,,
Запись пользователя № - user_908,[2019-02-17 20:40:57,,
Запись пользователя № - user_954,[2019-02-17 22:59:24,100,
Запись пользователя № - user_972,[2019-02-17 23:23:44,400,
Запись пользователя № - user_910,[2019-02-17 5:44:39,,
Запись пользователя № - user_966,[2019-02-18 2:54:38,,
Запись пользователя № - user_980,[2019-02-18 21:10:32,,
Запись пользователя № - user_934,[2019-02-18 4:59:38,,
Запись пользователя № - user_937,[2019-02-18 5:24:30,100,
Запись пользователя № - user_930,[2019-02-18 8:13:59,400,
Запись пользователя № - user_941,[2019-02-19 10:03:51,300,
Запись пользователя № - user_924,[2019-02-19 17:10:32,300,5266
Запись пользователя № - user_975,[2019-02-19 19:50:07,,
Запись пользователя № - user_938,[2019-02-19 3:53:00,,
Запись пользователя № - user_959,[2019-02-19 4:15:34,,
Запись пользователя № - user_900,[2019-02-20 10:41:42,200,
Запись пользователя № - user_964,[2019-02-20 11:51:03,400,
Запись пользователя № - user_917,[2019-02-20 12:26:16,,
Запись пользователя № - user_990,[2019-02-20 14:28:07,,
Запись пользователя № - user_979,[2019-02-20 15:03:15,100,3691
Запись пользователя № - user_901,[2019-02-20 18:03:08,,
Запись пользователя № - user_959,[2019-02-20 20:32:30,700,
Запись пользователя № - user_916,[2019-02-21 0:19:55,,
Запись пользователя № - user_923,[2019-02-21 10:18:03,,
Запись пользователя № - user_1000,[2019-02-21 12:01:29,,
Запись пользователя № - user_911,[2019-02-21 17:37:25,,
Запись пользователя № - user_906,[2019-02-21 18:29:28,,
Запись пользователя № - user_960,[2019-02-21 21:27:45,,
